"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"PJAA","2026-05-26","2026-05-26","560","FULL","476","0","AVOID","-","passive","FALSE","","SMART GAMMA","2025-12-04","","173d","173","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","77.28","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.31","0.31","DRY / QUIET","60","40","30.92","29.04","13.91","31.07","492.16","512.35","536.68","57400","182815","754","Supertrend bearish | RSI 30.9 lemah | Volume 0.31x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","690","595","575","540","0.1","0.2","0.3","0.4","144","336","521","740","1741","99845500","154500","573.5","573.55","494","985","1280","1280","28.41","13.86","85.51","123.19","3.01","8.89"
"SMSM","2026-05-26","2026-05-26","560","FULL","1720","-1.7142857142857144","AVOID","-","passive","FALSE","","SMART SNIPER","2026-01-23","Discount Only","123d","123","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.35","0.35","DRY / QUIET","11.11","88.89","39.17","24.19","18.5","29.12","1787.93","1791.74","1806.03","791000","2253030","754","Supertrend bearish | RSI 39.2 lemah | Volume 0.35x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1785","1720","1705","1685","0.1","0.2","0.3","0.4","56","116","175","237","584","99720000","280000","1707.53","1707.52","1650","1990","2190","2190","7.56","3.37","22.69","28.26","3","8.39"
"BUKA","2026-05-26","2026-05-26","560","FULL","127","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-22","","124d","124","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","28.92","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.42","0.42","DRY / QUIET","25","75","29.44","31.19","9.51","29.71","139.61","144.99","150.59","41890800","98662035","752","Supertrend bearish | RSI 29.4 lemah | Volume 0.42x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","160","158","157","156","0.1","0.2","0.3","0.4","625","1265","1910","2564","6364","99972400","27600","157.09","157.09","154","169","172","172","3.75","1.97","7.5","9.49","2","4.82"
"CLAY","2026-05-26","2026-05-26","560","FULL","2910","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-22","","124d","124","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","84.99","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.76","1.76","EXPANSION","90","10","62.09","10.02","15.12","21.8","2866.03","2816.37","2398.83","84500","48100","752","Supertrend bearish | RSI 62.1 > 50 | Volume valid 1.76x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2680","2340","2260","2150","0.1","0.2","0.3","0.4","37","85","132","186","440","99628000","372000","2264.27","2264.63","1960","3760","4840","4840","26.87","13.44","80.6","113.76","3","8.47"
"GOLF","2026-05-26","2026-05-26","449","FULL","166","-1.1904761904761905","AVOID","-","passive","FALSE","","SMART GAMMA","2026-01-22","","124d","124","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","84.59","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.64","0.64","DRY / QUIET","60","40","30.02","18.55","12.64","26.11","181.93","192.22","211.16","3737200","5882825","752","Supertrend bearish | RSI 30.0 lemah | Volume 0.64x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","404","308","286","254","0.1","0.2","0.3","0.4","247","649","1048","1574","3518","99920400","79600","284.03","284.04","206","700","1000","1000","49.01","27.47","147.52","252.08","3.01","9.18"
"KBLV","2026-05-26","2026-05-26","560","FULL","89","-2.197802197802198","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-01-22","","124d","124","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","47.44","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.73","0.73","DRY / QUIET","0","100","27.05","22.96","15.95","24.07","104.59","115.81","142.07","5340600","7339965","752","Supertrend bearish | RSI 27.1 lemah | Volume 0.73x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","181","174","172","170","0.1","0.2","0.3","0.4","552","1149","1744","2352","5797","99964600","35400","172.44","172.44","163","236","246","246","9.94","5.48","35.91","42.66","3.61","7.79"
"LPKR","2026-05-26","2026-05-26","560","FULL","69","-1.4285714285714286","AVOID","-","passive","FALSE","","G ACC","2026-01-22","","124d","124","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","51.61","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.83","0.83","NORMAL","25","75","30.02","23.83","11.45","27.9","78.11","82.56","88.55","47847500","57773670","752","Supertrend bearish | RSI 30.0 lemah | Volume 0.83x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","128","105","100","92","0.1","0.2","0.3","0.4","781","1904","3000","4347","10032","99981200","18800","99.66","99.66","81","199","270","270","36.72","18.73","110.94","170.91","3.02","9.13"
"MAHA","2026-05-26","2026-05-26","560","FULL","145","0","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-01-22","","124d","124","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","99.09","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.37","0.37","DRY / QUIET","66.67","33.33","41.72","15.65","13.18","15.63","148.29","150.17","155.27","3610700","9811985","752","Supertrend bullish | RSI 41.7 lemah | Volume 0.37x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","214","190","184","175","0.1","0.2","0.3","0.4","467","1052","1630","2285","5434","99961300","38700","183.96","183.96","162","292","370","370","24.3","11.94","72.9","101.14","3","8.47"
"SDRA","2026-05-26","2026-05-26","560","FULL","236","-3.278688524590164","AVOID","-","passive","FALSE","","SMART SNIPER","2026-01-22","Structure + Discount","124d","124","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.8","0.8","DRY / QUIET","80","20","42.01","25.96","20.11","17.39","249.59","255.47","284.55","1112100","1394125","752","Supertrend bearish | RSI 42.0 lemah | Volume 0.8x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","288","284","282","280","0.1","0.2","0.3","0.4","347","704","1063","1428","3542","99947800","52200","282.18","282.18","276","306","336","336","4.17","2.19","16.67","19.07","4","8.71"
"MIKA","2026-05-26","2026-05-26","560","FULL","1650","-2.6548672566371683","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-01-21","","125d","125","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","6.97","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.99","1.99","EXPANSION","0","100","24.65","46","7.31","33.96","1838.64","1985.37","2268.54","11752500","5905755","750","Supertrend bearish | RSI 24.6 lemah | Volume valid 1.99x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","2660","2390","2320","2230","0.1","0.2","0.3","0.4","37","83","129","179","428","99524000","476000","2325.33","2325.81","2090","3520","4370","4370","21.43","10.12","64.29","87.93","3","8.69"
"PSKT","2026-05-26","2026-05-26","560","FULL","202","1","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-21","","125d","125","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","61.1","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.33","0.33","DRY / QUIET","42.86","57.14","35.22","15.69","14.21","26.09","234.25","250.24","211.3","11172200","34103835","750","Supertrend bearish | RSI 35.2 lemah | Volume 0.33x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","402","326","308","282","0.1","0.2","0.3","0.4","248","613","974","1418","3253","99940200","59800","307.22","307.25","242","640","880","880","39.8","21.23","118.91","186.44","2.99","8.78"
"KEEN","2026-05-26","2026-05-26","560","FULL","860","-3.3707865168539324","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-20","","126d","126","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","56.7","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.76","0.76","DRY / QUIET","0","100","43.96","18.7","19.74","19.47","892.01","915.55","932.55","6644500","8700065","748","Supertrend bearish | RSI 44.0 lemah | Volume 0.76x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","1285","1140","1105","1055","0.1","0.2","0.3","0.4","77","175","271","379","902","99774500","225500","1106.15","1106.32","980","1745","2200","2200","23.74","11.4","71.21","98.89","3","8.67"
"BLES","2026-05-26","2026-05-26","449","FULL","146","-0.6802721088435374","AVOID","-","passive","FALSE","","SMART SNIPER","2026-01-19","Structure + Discount","127d","127","DOWNTREND","BEARISH","BEARISH","BEARISH","DEMAND STRUCTURE","NORMAL DOWNTREND","61.05","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","0.08","0.08","DRY / QUIET","25","75","35.7","23.4","16.56","20.22","154.3","154.12","163.16","180000","2254510","746","Supertrend bearish | RSI 35.7 lemah | Volume 0.08x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","172","165","163","160","0.1","0.2","0.3","0.4","581","1212","1840","2500","6133","99983200","16800","163.02","163.03","156","196","220","220","9.3","4.31","27.91","34.95","3","8.11"
"BWPT","2026-05-26","2026-05-26","560","FULL","86","-3.3707865168539324","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-19","","127d","127","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","17.5","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.57","0.57","DRY / QUIET","0","100","23.07","36.5","9.91","33.79","110.07","120.87","123.95","53356900","93965610","746","Supertrend bearish | RSI 23.1 lemah | Volume 0.57x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","163","154","151","148","0.1","0.2","0.3","0.4","613","1298","1986","2702","6599","99959300","40700","151.48","151.48","142","195","226","226","12.88","6.26","38.65","49.2","3","7.86"
"PTMP","2026-05-26","2026-05-26","560","FULL","62","-4.615384615384616","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-19","","127d","127","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","41.4","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.08","0.08","DRY / QUIET","0","100","41.31","42.04","22.99","18.99","67.82","69.05","77.23","6146000","77587115","746","Supertrend bearish | RSI 41.3 lemah | Volume 0.08x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","93","87","86","84","0.1","0.2","0.3","0.4","1075","2298","3488","4761","11622","99979300","20700","86.03","86.03","80","113","132","132","13.98","7","41.94","53.44","3","7.63"
"AISA","2026-05-26","2026-05-26","560","FULL","107","-0.9259259259259258","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-15","","131d","131","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","34","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.66","0.66","DRY / QUIET","0","100","32.79","25.31","15.81","30","117.14","123.12","130.93","2460500","3733740","738","Supertrend bearish | RSI 32.8 lemah | Volume 0.66x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","153","141","138","133","0.1","0.2","0.3","0.4","653","1418","2173","3007","7251","99965200","34800","137.86","137.87","127","192","232","232","16.99","7.88","51.63","68.28","3.04","8.66"
"INRU","2026-05-26","2026-05-26","560","FULL","590","0","AVOID","-","passive","FALSE","","V-SHAPE","2025-11-26","","181d","181","DOWNTREND","NEUTRAL","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","30.67","22.65","13.3","21.1","590.01","592.17","625.68","0","0","738","Supertrend bearish | RSI 30.7 lemah | Volume NaNx | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","740","710","705","695","0.1","0.2","0.3","0.4","135","281","425","575","1416","99866000","134000","705.27","705.27","670","845","950","950","9.46","5","28.38","34.7","3","6.94"
"AXIO","2026-05-26","2026-05-26","560","FULL","111","-1.7699115044247788","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-14","","132d","132","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","98.76","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.66","0.66","DRY / QUIET","0","100","37.78","22.3","15.57","10.71","114.28","116.04","122.64","356500","543870","736","Supertrend bearish | RSI 37.8 lemah | Volume 0.66x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","129","128","127","127","0.1","0.2","0.3","0.4","775","1562","2362","3149","7848","99980800","19200","127.4","127.4","125","135","149","149","3.1","1.88","15.5","16.96","5","9.01"
"HAIS","2026-05-26","2026-05-26","560","FULL","176","-1.675977653631285","AVOID","-","passive","FALSE","","BETA BREAKOUT","2025-11-25","","182d","182","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","61.71","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.3","0.3","DRY / QUIET","0","100","28.44","55.78","5.34","26.81","185.6","195.57","207.76","421000","1384430","736","Supertrend bearish | RSI 28.4 lemah | Volume 0.3x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","244","222","216","210","0.1","0.2","0.3","0.4","409","900","1388","1904","4601","99924400","75600","217.18","217.18","197","314","386","386","19.26","9.29","58.2","77.73","3.02","8.37"
"TAMU","2026-05-26","2026-05-26","560","FULL","22","10","HOLD","-","passive","FALSE","","SMART GAMMA","2026-01-14","","132d","132","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","NORMAL DOWNTREND","57.61","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.78","0.78","DRY / QUIET","100","0","36.09","24.79","28.42","49.44","25.77","29.13","30.04","5935000","7606195","736","Supertrend bullish | RSI 36.1 lemah | Volume 0.78x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","69","48","42","35","0.1","0.2","0.3","0.4","1449","4166","7142","11428","24185","99989300","10700","41.34","41.34","25","135","202","202","63.77","39.53","192.75","388.59","3.02","9.83"
"WINE","2026-05-26","2026-05-26","560","FULL","159","-0.625","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-14","","132d","132","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","26.42","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.24","1.24","EXPANSION","22.22","77.78","18.3","39.8","3.19","24.2","174.28","181.35","205.02","1742600","1400475","736","Supertrend bearish | RSI 18.3 lemah | Volume valid 1.24x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","208","200","198","195","0.1","0.2","0.3","0.4","480","1000","1515","2051","5046","99975500","24500","198.13","198.13","191","234","260","260","8.17","3.6","25","31.23","3.06","8.68"
"INDF","2026-05-26","2026-05-26","560","FULL","6825","-1.7985611510791366","AVOID","-","passive","FALSE","","SMART SNIPER","2025-11-24","Structure + Discount","183d","183","DOWNTREND","NEUTRAL","BULLISH","BEARISH","DEMAND STRUCTURE","SIDEWAYS","31.43","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.51","1.51","EXPANSION","28.57","71.43","51.03","20.53","20.43","20.01","6816.06","6750.14","6964.22","13244900","8766615","734","Supertrend bearish | RSI 51.0 > 50 | Volume valid 1.51x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","7450","7150","7075","6975","0.1","0.2","0.3","0.4","13","27","42","57","139","98462500","1537500","7083.63","7084.9","6825","8400","9325","9325","8.39","3.65","25.17","31.64","3","8.67"
"KDSI","2026-05-26","2026-05-26","560","FULL","450","0.4464285714285714","HOLD","-","passive","FALSE","","V-SHAPE","2025-11-24","","183d","183","UPTREND","NEUTRAL","NEUTRAL","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","51.19","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.03","1.03","NORMAL","100","0","50.59","19.61","7.9","16.08","449.47","449.56","486.3","47900","46385","734","Supertrend bullish | RSI 50.6 > 50 | Volume 1.03x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","462","454","452","450","0.1","0.2","0.3","0.4","216","440","663","888","2207","99882800","117200","452.57","452.57","442","492","540","540","4.33","2.34","16.88","19.32","3.9","8.27"
"KPIG","2026-05-26","2026-05-26","560","FULL","96","0","AVOID","-","passive","FALSE","","V-SHAPE","2025-11-24","","183d","183","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","56.32","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.84","0.84","NORMAL","100","0","39.66","19.49","17.53","24.62","103.36","114.84","141.21","60804200","72297275","734","Supertrend bearish | RSI 39.7 lemah | Volume 0.84x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","140","137","136","134","0.1","0.2","0.3","0.4","714","1459","2205","2985","7363","99971300","28700","135.78","135.78","132","152","167","167","5.71","2.78","19.29","23","3.38","8.27"
"PALM","2026-05-26","2026-05-26","560","FULL","340","-0.5847953216374269","AVOID","-","passive","FALSE","","BETA BREAKOUT + V-SHAPE","2026-01-13","","133d","133","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","47.29","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.26","0.26","DRY / QUIET","16.67","83.33","37.08","19","15.28","28.49","356.14","363.91","378.4","275300","1048175","734","Supertrend bearish | RSI 37.1 lemah | Volume 0.26x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","408","388","384","376","0.1","0.2","0.3","0.4","245","515","781","1063","2604","99937200","62800","383.78","383.78","366","472","535","535","10.29","4.63","31.13","39.4","3.02","8.5"
"SNLK","2026-05-26","2026-05-26","560","FULL","246","-0.8064516129032258","AVOID","-","passive","FALSE","","SMART SNIPER","2025-11-24","Structure + Discount","183d","183","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","62.58","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.92","0.92","NORMAL","40","60","50.29","17.05","13.47","12.68","243.59","259.65","365.98","13188200","14391435","734","Supertrend bearish | RSI 50.3 > 50 | Volume 0.92x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","414","408","406","404","0.1","0.2","0.3","0.4","241","490","738","990","2459","99928200","71800","406.38","406.38","400","448","555","555","3.38","1.57","34.06","36.57","10.07","23.3"
"DKHH","2026-05-26","2026-05-26","249","FULL","65","-1.5151515151515151","AVOID","-","passive","FALSE","","SMART GAMMA","2026-01-12","","134d","134","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.07","0.07","DRY / QUIET","0","100","40.79","26.93","22.89","16.71","72.25","73.07","87.47","7606200","107877445","732","Supertrend bearish | RSI 40.8 lemah | Volume 0.07x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","116","99","95","89","0.1","0.2","0.3","0.4","862","2020","3157","4494","10533","99985300","14700","94.93","94.93","81","169","222","222","30.17","14.67","91.38","133.87","3.03","9.13"
"CSIS","2026-05-26","2026-05-26","560","FULL","147","0","AVOID","-","passive","FALSE","","BETA BREAKOUT","2025-12-15","","162d","162","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","38.87","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.62","0.62","DRY / QUIET","20","80","39.05","23.59","17.54","25.97","162.76","181.29","204","3144000","5106195","726","Supertrend bearish | RSI 39.0 lemah | Volume 0.62x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","550","464","442","414","0.1","0.2","0.3","0.4","181","431","678","966","2256","99913400","86600","442.88","442.92","368","825","1095","1095","33.09","16.91","99.09","147.25","2.99","8.71"
"DART","2026-05-26","2026-05-26","560","FULL","131","11.965811965811966","AVOID","-","passive","FALSE","","BETA BREAKOUT + V-SHAPE","2025-12-15","","162d","162","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.52","0.52","DRY / QUIET","65.22","34.78","40.46","26.72","31.39","21.29","141.04","149.21","160.54","1668500","3184610","726","Supertrend bearish | RSI 40.5 lemah | Volume 0.52x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","214","194","189","183","0.1","0.2","0.3","0.4","467","1030","1587","2185","5269","99955600","44400","189.71","189.71","171","278","344","344","20.09","9.86","60.75","81.33","3.02","8.25"
"KRAS","2026-05-26","2026-05-26","560","FULL","214","-6.956521739130435","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-01-09","","137d","137","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","14.48","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.28","1.28","EXPANSION","0","100","23.98","32.35","14.19","40.96","259.09","284.2","294.74","11277800","8820255","726","Supertrend bearish | RSI 24.0 lemah | Volume valid 1.28x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","380","368","364","360","0.1","0.2","0.3","0.4","263","543","824","1111","2741","99966000","34000","364.71","364.71","350","426","470","470","7.89","4.03","23.68","28.87","3","7.16"
"MIDI","2026-05-26","2026-05-26","560","FULL","286","-2.7210884353741496","AVOID","-","passive","FALSE","","V-SHAPE","2026-01-09","","137d","137","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","0","FALSE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","1.36","1.36","EXPANSION","42.86","57.14","28.61","32.72","10.49","31.34","319.78","321.57","355.61","35026300","25810810","726","Supertrend bearish | RSI 28.6 lemah | Volume valid 1.36x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","368","356","354","350","0.1","0.2","0.3","0.4","271","561","847","1142","2821","99898200","101800","354.12","354.13","342","408","414","414","7.07","3.42","12.5","16.91","1.77","4.94"
"SKLT","2026-05-26","2026-05-26","560","FULL","193","0.5208333333333333","AVOID","-","passive","FALSE","","BETA BREAKOUT","2025-11-20","","187d","187","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","75.89","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.09","0.09","DRY / QUIET","30","70","33.69","24.64","13.53","21.79","207.03","219.8","222.05","19500","209240","726","Supertrend bearish | RSI 33.7 lemah | Volume 0.09x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","270","214","200","182","0.1","0.2","0.3","0.4","370","934","1500","2197","5001","99963000","37000","199.89","199.89","155","442","615","615","42.59","22.46","127.78","207.68","3","9.25"
"GWSA","2026-05-26","2026-05-26","560","FULL","130","-0.7633587786259541","AVOID","-","passive","FALSE","","G ACC","2026-01-07","","139d","139","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","65","TRUE","FALSE","FALSE","LAGGING","LAGGARD (Passive)","0.49","0.49","DRY / QUIET","71.43","28.57","30.68","17.3","16.6","24.54","141.68","150.12","154.73","862500","1764680","722","Supertrend bearish | RSI 30.7 lemah | Volume 0.49x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","166","156","154","150","0.1","0.2","0.3","0.4","602","1282","1948","2666","6498","99981600","18400","153.87","153.87","145","198","230","230","12.65","5.76","38.55","49.48","3.05","8.59"
"POWR","2026-05-26","2026-05-26","560","FULL","705","-0.7042253521126761","AVOID","-","passive","FALSE","","SMART GAMMA","2026-01-07","","139d","139","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","16.17","TRUE","FALSE","FALSE","WEAKENING","WEAKENING (Passive)","1.36","1.36","EXPANSION","50","50","36.77","25.72","16.2","20.46","735.45","732.88","715.17","8239700","6072410","722","Supertrend bearish | RSI 36.8 lemah | Volume valid 1.36x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","715","700","695","685","0.1","0.2","0.3","0.4","139","285","431","583","1438","99778500","221500","693.87","693.88","680","770","845","845","4.9","2","18.18","21.78","3.71","10.9"
