"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"ARTA","2026-05-29","2026-05-29","561","FULL","2330","-6.800000000000001","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-13","","16d","16","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","37.35","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","3.56","3.56","VOLUME SURGE","20.27","79.73","45.09","33.37","43.47","11.91","2423.61","2606.5","2772.34","44000","12375","1488","Supertrend bullish | RSI 45.1 lemah | Volume valid 3.56x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","3450","2950","2830","2660","0.1","0.2","0.3","0.4","28","67","106","150","351","99323000","677000","2829.72","2831.54","2370","5075","6700","6700","31.3","16.25","94.2","136.77","3.01","8.42"
"CPIN","2026-05-29","2026-05-29","561","FULL","4270","-4.6875","HOLD","-","passive","FALSE","","V-SHAPE","2026-05-13","","16d","16","UPTREND","BULLISH","BULLISH","BEARISH","DEMAND STRUCTURE","CRASH / SELL-OFF","19.75","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","7.66","7.66","VOLUME SURGE","10.53","89.47","52.22","16.96","27.7","20.08","4224.4","4215.96","4421.57","67473100","8803835","1488","Supertrend bullish | RSI 52.2 > 50 | Volume valid 7.66x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","4160","4060","4040","4000","0.1","0.2","0.3","0.4","24","49","74","100","247","99774000","226000","4039.43","4039.47","3930","4540","4640","4640","5.53","2.71","11.54","14.87","2.09","5.49"
"FILM","2026-05-29","2026-05-29","561","FULL","2150","-14.682539682539684","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","51.7","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","1.89","1.89","EXPANSION","0","100","40.28","22.66","24.14","29.87","2440.84","3461.98","5372.58","10412500","5500405","1486","Supertrend bullish | RSI 40.3 lemah | Volume valid 1.89x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","14500","10875","10025","8800","0.1","0.2","0.3","0.4","6","18","29","45","98","96947500","3052500","9892.6","9933.73","7025","25725","36925","36925","51.55","28.99","154.66","273.26","3","9.43"
"TAMA","2026-05-29","2026-05-29","561","FULL","197","-12.831858407079647","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-11","","18d","18","UPTREND","BEARISH","BULLISH","BULLISH","UPTREND PREMIUM","EXPLOSIVE BULL","1.83","TRUE","TRUE","TRUE","WEAKENING","WEAKENING (Passive)","3.46","3.46","VOLUME SURGE","6.9","93.1","51.27","38.75","39.85","26.8","199.48","168.14","93.58","15345500","4431610","1484","Supertrend bullish | RSI 51.3 > 50 | Volume valid 3.46x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","236","178","164","145","0.1","0.2","0.3","0.4","423","1123","1829","2758","6133","99958800","41200","162.99","162.99","117","414","595","595","50.42","28.21","152.12","265.06","3.02","9.39"
"PTRO","2026-05-29","2026-05-29","561","FULL","4670","24.86631016042781","HOLD","-","passive","FALSE","","V-SHAPE","2026-05-05","","24d","24","UPTREND","NEUTRAL","BEARISH","BEARISH","UPTREND DISCOUNT","CRASH / SELL-OFF","3.12","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","2.22","2.22","VOLUME SURGE","100","0","48.23","24.92","20.52","27.78","4675.98","5329.54","6527.84","244997800","110489020","1472","Supertrend bullish | RSI 48.2 lemah | Volume valid 2.22x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","5900","5350","5225","5050","0.1","0.2","0.3","0.4","16","37","57","79","189","98912500","1087500","5233.47","5236.79","4700","7700","9500","9500","20.34","10.19","61.02","81.52","3","8"
"RBMS","2026-05-29","2026-05-29","561","FULL","64","-8.571428571428571","HOLD","-","passive","FALSE","","SMART GAMMA","2026-05-05","","24d","24","UPTREND","BEARISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","16.61","TRUE","TRUE","TRUE","WEAKENING","WEAKENING (Passive)","13.91","13.91","VOLUME SURGE","0","100","47.02","27.66","34.72","23.53","68.17","61.97","47.83","504254500","36249280","1472","Supertrend bullish | RSI 47.0 lemah | Volume valid 13.91x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","77","59","55","49","0.1","0.2","0.3","0.4","1298","3389","5454","8163","18304","99985400","14600","54.62","54.63","40","133","188","188","48.05","26.77","144.16","244.17","3","9.12"
"TFCO","2026-05-29","2026-05-29","561","FULL","600","-7.6923076923076925","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-04-21","","38d","38","UPTREND","BEARISH","BEARISH","BEARISH","UPTREND DISCOUNT","CRASH / SELL-OFF","19.14","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","2.35","2.35","VOLUME SURGE","0","100","38.68","30.59","31.4","55.44","657.24","710.02","666.78","2400","1020","1444","Supertrend bullish | RSI 38.7 lemah | Volume valid 2.35x | Crash filter aktif | RISEN CRASH / SELL-OFF","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPAC","2026-05-29","2026-05-29","561","FULL","71","-6.578947368421052","HOLD","-","passive","FALSE","","G ACC","2026-04-20","","39d","39","UPTREND","BEARISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","24.04","TRUE","TRUE","TRUE","WEAKENING","WEAKENING (Passive)","2.82","2.82","VOLUME SURGE","15.38","84.62","49.7","15.45","32.62","37.96","72.63","65.18","43.67","48125000","17058755","1442","Supertrend bullish | RSI 49.7 lemah | Volume valid 2.82x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","70","52","47","41","0.1","0.2","0.3","0.4","1428","3846","6382","9756","21412","99990200","9800","46.7","46.7","32","127","184","184","54.29","31.47","162.86","294.02","3","9.34"
"MGNA","2026-05-29","2026-05-29","561","FULL","101","-14.40677966101695","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","IMPROVING","IMPROVING (Passive)","3.63","3.63","VOLUME SURGE","0","100","30.65","38.57","18.91","20.67","135.46","160.5","138.41","13449900","3708705","1426","Supertrend bearish | RSI 30.6 lemah | Volume valid 3.63x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","170","166","164","163","0.1","0.2","0.3","0.4","588","1204","1829","2453","6074","99961900","38100","164.57","164.57","159","187","198","198","6.47","3.39","16.47","20.31","2.55","6"
"ASII","2026-05-29","2026-05-29","561","FULL","5000","-2.4390243902439024","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-25","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","7.46","7.46","VOLUME SURGE","50","50","31.44","17.86","11.36","35.68","5748.69","6001.55","6010.83","482523700","64690765","1412","Supertrend bearish | RSI 31.4 lemah | Volume valid 7.46x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","5600","5450","5425","5375","0.1","0.2","0.3","0.4","17","36","55","74","182","98752500","1247500","5425.96","5426.74","5250","6125","6750","6750","6.25","3.24","20.54","24.4","3.29","7.52"
"BRMS","2026-05-29","2026-05-29","561","FULL","595","-1.6528925619834711","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","6.41","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.85","2.85","VOLUME SURGE","0","100","32.11","29.33","9.22","30.44","708.58","788.82","806.58","835401000","293363280","1406","Supertrend bearish | RSI 32.1 lemah | Volume valid 2.85x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","630","565","550","530","0.1","0.2","0.3","0.4","158","353","545","754","1810","99835500","164500","551.58","551.61","486","845","1060","1060","22.86","11.89","68.25","92.18","2.99","7.75"
"INKP","2026-05-29","2026-05-29","561","FULL","7675","-1.2861736334405145","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","23.91","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.72","2.72","VOLUME SURGE","41.18","58.82","23.9","32.9","7.2","29.48","8683.2","9162.42","8640.95","28436700","10452340","1406","Supertrend bearish | RSI 23.9 lemah | Volume valid 2.72x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","9750","9650","9600","9575","0.1","0.2","0.3","0.4","10","20","31","41","102","98067500","1932500","9614.46","9614.71","9450","10200","11225","11225","3.08","1.71","15.13","16.75","4.92","9.79"
"PRAY","2026-05-29","2026-05-29","561","FULL","720","2.857142857142857","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","35","TRUE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","5.91","5.91","VOLUME SURGE","90.91","9.09","44.61","33.92","18.17","23.85","734.1","746.34","750.02","215200","36390","1406","Supertrend bearish | RSI 44.6 lemah | Volume valid 5.91x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","880","825","810","795","0.1","0.2","0.3","0.4","113","242","370","503","1228","99867500","132500","813.25","813.29","760","1060","1240","1240","13.64","6.55","40.91","52.47","3","8.01"
"RAJA","2026-05-29","2026-05-29","561","FULL","3740","16.149068322981368","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.79","2.79","VOLUME SURGE","73.61","26.39","46.28","21.61","18.99","27.74","3872.75","4141.96","4188.58","81414800","29211990","1406","Supertrend bearish | RSI 46.3 lemah | Volume valid 2.79x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","3420","3120","3040","2940","0.1","0.2","0.3","0.4","29","64","98","136","327","99662000","338000","3047.77","3048.03","2730","4460","5500","5500","20.18","10.43","60.82","80.46","3.01","7.72"
"CTRA","2026-05-29","2026-05-29","561","FULL","645","-1.5267175572519083","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-20","","9d","9","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","3.12","3.12","VOLUME SURGE","40","60","35.55","19.77","11.26","23.81","679.39","709.54","820.68","35909400","11493355","1402","Supertrend bearish | RSI 35.5 lemah | Volume valid 3.12x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","940","895","880","865","0.1","0.2","0.3","0.4","106","223","340","462","1131","99805500","194500","882.45","882.47","840","1090","1240","1240","10.64","4.81","31.91","40.52","3","8.42"
"BBCA","2026-05-29","2026-05-29","561","FULL","5700","-4.602510460251046","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-18","","11d","11","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","4.21","4.21","VOLUME SURGE","0","100","33.58","18.36","21.37","28.84","6070.57","6392.22","7449.07","1015296600","240944760","1398","Supertrend bearish | RSI 33.6 lemah | Volume valid 4.21x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","7200","6800","6700","6550","0.1","0.2","0.3","0.4","13","29","44","61","147","98515000","1485000","6701.7","6704.86","6325","8700","8750","8750","12.15","5.62","21.53","30.56","1.77","5.44"
"ADHI","2026-05-29","2026-05-29","561","FULL","168","-6.145251396648044","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","1.25","1.25","EXPANSION","0","100","33.03","20.61","23.34","33.61","187.46","197.69","229.27","21503000","17168485","1386","Supertrend bearish | RSI 33.0 lemah | Volume valid 1.25x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","242","240","240","238","0.1","0.2","0.3","0.4","413","833","1250","1680","4176","99970600","29400","239.39","239.39","236","252","278","278","2.48","1.42","14.88","16.13","6","11.38"
"TOWR","2026-05-29","2026-05-29","561","FULL","380","-2.564102564102564","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-12","","17d","17","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","3.26","3.26","VOLUME SURGE","0","100","16.27","42.98","5.81","37.71","439.7","469.5","531.94","105380800","32326135","1386","Supertrend bearish | RSI 16.3 lemah | Volume valid 3.26x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","505","494","490","486","0.1","0.2","0.3","0.4","198","404","612","823","2037","99942400","57600","490.64","490.64","480","545","600","600","4.95","2.17","18.81","22.29","3.8","10.28"
"SSMS","2026-05-29","2026-05-29","561","FULL","700","-4.761904761904762","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-11","Discount Only","18d","18","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","7.41","7.41","VOLUME SURGE","7.69","92.31","15.11","42.11","5.27","49.42","1093.38","1262.22","1434.4","85908800","11593265","1384","Supertrend bearish | RSI 15.1 lemah | Volume valid 7.41x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1430","1355","1335","1310","0.1","0.2","0.3","0.4","69","147","224","305","745","99644500","355500","1337.51","1337.62","1265","1680","1925","1925","11.54","5.42","34.62","43.92","3","8.1"
"PWON","2026-05-29","2026-05-29","561","FULL","290","-0.684931506849315","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-07","","22d","22","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.65","2.65","VOLUME SURGE","60","40","26.89","34.44","10.63","30.26","310.22","326.25","353.74","133621000","50480935","1376","Supertrend bearish | RSI 26.9 lemah | Volume valid 2.65x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","352","348","348","346","0.1","0.2","0.3","0.4","284","574","862","1156","2876","99967200","32800","347.59","347.59","342","372","380","380","2.84","1.61","7.95","9.32","2.8","5.8"
"INTP","2026-05-29","2026-05-29","561","FULL","4900","-1.8036072144288577","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","74d","74","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","49.19","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","3.65","3.65","VOLUME SURGE","0","100","40.7","18.74","19.81","21.74","5048.07","5333.79","5972.51","7926000","2172870","1372","Supertrend bearish | RSI 40.7 lemah | Volume valid 3.65x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","7475","6750","6575","6325","0.1","0.2","0.3","0.4","13","29","45","63","150","98727500","1272500","6581.83","6584.32","5950","9775","12050","12050","20.4","9.6","61.2","83.08","3","8.65"
"TPIA","2026-05-29","2026-05-29","561","FULL","1785","-6.052631578947368","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","24d","24","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","11.24","11.24","VOLUME SURGE","3.66","96.34","21.84","33.19","13.96","47.15","3770.84","4808.92","6450.53","2269668000","201854210","1372","Supertrend bearish | RSI 21.8 lemah | Volume valid 11.24x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","6075","5525","5400","5225","0.1","0.2","0.3","0.4","16","36","55","76","183","99020000","980000","5410.93","5412.12","4890","7850","9625","9625","19.51","9.63","58.44","77.88","3","8.09"
"AMRT","2026-05-29","2026-05-29","561","FULL","1150","-3.361344537815126","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","25d","25","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","7.6","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","9.98","9.98","VOLUME SURGE","36","64","27.52","19.57","11.94","35.06","1383.94","1470.78","1817.05","1514215600","151655565","1370","Supertrend bearish | RSI 27.5 lemah | Volume valid 9.98x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1425","1365","1350","1330","0.1","0.2","0.3","0.4","70","146","222","300","738","99774000","226000","1351.95","1351.95","1290","1630","1830","1830","9.47","4.58","28.42","35.36","3","7.72"
"DSNG","2026-05-29","2026-05-29","561","FULL","1190","-0.8333333333333334","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-29","","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","2.43","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.84","2.84","VOLUME SURGE","0","100","24.54","37.83","8.28","36.2","1462.57","1533.18","1461.58","47660400","16779190","1360","Supertrend bearish | RSI 24.5 lemah | Volume valid 2.84x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1850","1570","1500","1405","0.1","0.2","0.3","0.4","54","127","200","284","665","99831000","169000","1501.22","1501.19","1270","2720","3590","3590","31.35","15.4","94.05","139.14","3","9.03"
"SIDO","2026-05-29","2026-05-29","561","FULL","384","-4.9504950495049505","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-29","Structure + Discount","30d","30","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","4.68","4.68","VOLUME SURGE","0","100","20.74","53.32","4.84","42.6","441.44","475.64","519.35","179238700","38307975","1360","Supertrend bearish | RSI 20.7 lemah | Volume valid 4.68x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","515","505","505","500","0.1","0.2","0.3","0.4","194","396","594","800","1984","99986000","14000","503.96","503.96","494","545","550","550","4.08","1.98","6.8","9.14","1.67","4.62"
"UNVR","2026-05-29","2026-05-29","561","FULL","1710","-2.840909090909091","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-29","","30d","30","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","22.71","TRUE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","4","4","VOLUME SURGE","57.78","42.22","43.8","13.9","18.67","32.94","1756.23","1843.07","2014.69","133617900","33408985","1360","Supertrend bullish | RSI 43.8 lemah | Volume valid 4x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1575","1530","1520","1505","0.1","0.2","0.3","0.4","63","130","197","265","655","99639000","361000","1521.21","1521.24","1470","1735","1910","1910","6.67","3.37","21.27","25.56","3.19","7.59"
"AALI","2026-05-29","2026-05-29","561","FULL","6475","-1.520912547528517","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-27","","32d","32","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","4.26","4.26","VOLUME SURGE","0","100","26.33","38.94","11.43","29.87","7307.78","7563.16","7401.12","15509100","3644855","1356","Supertrend bearish | RSI 26.3 lemah | Volume valid 4.26x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","8350","7725","7575","7375","0.1","0.2","0.3","0.4","11","25","39","54","129","97865000","2135000","7586.43","7592.6","7050","10300","12250","12250","15.57","7.07","46.71","61.47","3","8.69"
"AKRA","2026-05-29","2026-05-29","561","FULL","1235","-4.263565891472868","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-27","","32d","32","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","4.91","4.91","VOLUME SURGE","0","100","27.82","32.04","7.62","28.37","1405.24","1401.65","1317.71","105641900","21507060","1356","Supertrend bearish | RSI 27.8 lemah | Volume valid 4.91x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1560","1390","1345","1290","0.1","0.2","0.3","0.4","64","143","223","310","740","99844500","155500","1349.25","1349.32","1205","2090","2630","2630","22.76","10.69","68.59","94.92","3.01","8.88"
