"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"HBAT","2026-05-25","2026-05-25","559","FULL","496","3.3333333333333335","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-05-21","","4d","4","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","EXPLOSIVE BULL","3.09","TRUE","TRUE","TRUE","LEADING","LEADING (Passive)","3.88","3.88","VOLUME SURGE","38.3","61.7","64.94","23.52","31.5","14.19","430.67","405.05","303.89","11512100","2968055","1612","Supertrend bullish | RSI 64.9 > 50 | Volume valid 3.88x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","470","414","400","382","0.1","0.2","0.3","0.4","212","483","750","1047","2492","99955600","44400","401.11","401.13","350","650","830","830","25.53","12.74","76.6","106.93","3","8.39"
"GGRP","2026-05-25","2026-05-25","559","FULL","326","-0.6097560975609756","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-05-19","","6d","6","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","EXPLOSIVE BULL","10.47","TRUE","TRUE","TRUE","LEADING","LEADING (Passive)","2.98","2.98","VOLUME SURGE","20","80","68.18","46.45","31.89","6.71","308.14","302.56","283","5403700","1811030","1608","Supertrend bullish | RSI 68.2 > 50 | Volume valid 2.98x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","326","304","298","290","0.1","0.2","0.3","0.4","306","657","1006","1379","3348","99918200","81800","298.44","298.45","278","398","470","470","14.72","6.85","44.17","57.48","3","8.39"
"UNIC","2026-05-25","2026-05-25","559","FULL","15125","3.595890410958904","HOLD","-","passive","FALSE","","BETA BREAKOUT","2026-03-26","","60d","60","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","EXPLOSIVE BULL","0","TRUE","TRUE","TRUE","LEADING","LEADING (Passive)","3.71","3.71","VOLUME SURGE","65.63","34.38","77.94","47.49","49.1","9.02","13026.64","12069.87","10097.75","81000","21820","1500","Supertrend bullish | RSI 77.9 > 50 | Volume valid 3.71x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","11400","10475","10250","9925","0.1","0.2","0.3","0.4","8","19","29","40","96","98447500","1552500","10254.95","10263.19","9400","14400","17400","17400","17.54","8.34","52.63","69.67","3","8.36"
"NIRO","2026-05-25","2026-05-25","559","FULL","190","23.376623376623375","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-07","","18d","18","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","23.68","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","17.61","17.61","VOLUME SURGE","100","0","49.13","35.77","26.9","10.18","189.59","202.94","210.53","191484000","10874010","1484","Supertrend bearish | RSI 49.1 lemah | Volume valid 17.61x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","210","194","190","185","0.1","0.2","0.3","0.4","476","1030","1578","2162","5246","99957000","43000","190.54","190.54","173","266","322","322","17.62","9.21","53.33","68.99","3.03","7.5"
"JGLE","2026-05-25","2026-05-25","559","FULL","70","9.375","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-16","","39d","39","DOWNTREND","BEARISH","BULLISH","BULLISH","DOWNTREND PREMIUM","EXPLOSIVE BULL","0","TRUE","TRUE","TRUE","LAGGING","LAGGARD (Passive)","3.14","3.14","VOLUME SURGE","100","0","46.04","16.99","33.1","37.43","75.63","69.12","45.43","381831300","121602370","1442","Supertrend bearish | RSI 46.0 lemah | Volume valid 3.14x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","70","52","47","41","0.1","0.2","0.3","0.4","1428","3846","6382","9756","21412","99990200","9800","46.7","46.7","32","127","184","184","54.29","31.47","162.86","294.02","3","9.34"
"EPAC","2026-05-25","2026-05-25","559","FULL","74","8.823529411764707","AVOID","-","passive","FALSE","","G ACC","2026-04-20","","35d","35","DOWNTREND","BULLISH","BULLISH","BULLISH","DOWNTREND PREMIUM","EXPLOSIVE BULL","14.89","TRUE","TRUE","TRUE","WEAKENING","WEAKENING (Passive)","1.78","1.78","EXPANSION","100","0","54.46","16.58","33.67","38.07","72.47","64.49","43.07","27177800","15305595","1430","Supertrend bearish | RSI 54.5 > 50 | Volume valid 1.78x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","70","52","47","41","0.1","0.2","0.3","0.4","1428","3846","6382","9756","21412","99990200","9800","46.7","46.7","32","127","184","184","54.29","31.47","162.86","294.02","3","9.34"
"KOKA","2026-05-25","2026-05-25","559","FULL","120","0.8403361344537815","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-22","","3d","3","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","14.6","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.67","2.67","VOLUME SURGE","16.67","83.33","26.79","14.85","18.84","24.02","151.28","179.02","201.61","21399900","8011630","1414","Supertrend bearish | RSI 26.8 lemah | Volume valid 2.67x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","119","109","107","103","0.1","0.2","0.3","0.4","840","1834","2803","3883","9360","99973600","26400","106.81","106.81","96","154","208","208","19.33","10.12","74.79","94.74","3.87","9.36"
"DIVA","2026-05-25","2026-05-25","559","FULL","140","2.941176470588235","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-21","","4d","4","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","25.15","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.86","2.86","VOLUME SURGE","0","100","42.81","38.56","25.39","8.82","152.92","154.1","151.79","151358000","52944920","1412","Supertrend bearish | RSI 42.8 lemah | Volume valid 2.86x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","155","143","140","135","0.1","0.2","0.3","0.4","645","1398","2142","2962","7147","99963900","36100","139.87","139.87","126","199","242","242","18.71","9.92","56.13","73.02","3","7.36"
"LCKM","2026-05-25","2026-05-25","559","FULL","120","-14.893617021276595","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-18","","7d","7","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","4.42","TRUE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","3.15","3.15","VOLUME SURGE","0","100","46.75","29.69","37.47","14.65","132.02","143.38","197.45","633591200","201055915","1406","Supertrend bearish | RSI 46.8 lemah | Volume valid 3.15x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","282","250","242","232","0.1","0.2","0.3","0.4","354","800","1239","1724","4117","99963400","36600","242.81","242.81","212","388","492","492","24.82","12.69","74.47","102.63","3","8.09"
"IRSX","2026-05-25","2026-05-25","559","FULL","378","15.24390243902439","AVOID","-","passive","FALSE","","SMART SNIPER","2026-05-13","Demand Structure","12d","12","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","22.53","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.32","2.32","VOLUME SURGE","65","35","42.74","13.67","23.01","26.17","418.23","447.01","386","192373000","82777045","1396","Supertrend bearish | RSI 42.7 lemah | Volume valid 2.32x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","464","424","414","400","0.1","0.2","0.3","0.4","215","471","724","1000","2410","99920000","80000","414.61","414.62","374","600","735","735","19.4","9.79","58.41","77.28","3.01","7.89"
"PRAY","2026-05-25","2026-05-25","559","FULL","720","-2.0408163265306123","HOLD","-","passive","FALSE","","EARLY SWEEP","2026-05-22","","3d","3","UPTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","49.24","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","1.54","1.54","EXPANSION","50","50","42.4","36.69","23.6","13.77","739.06","749.35","750.83","112200","72830","1394","Supertrend bullish | RSI 42.4 lemah | Volume valid 1.54x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","880","825","810","795","0.1","0.2","0.3","0.4","113","242","370","503","1228","99867500","132500","813.25","813.29","760","1060","1240","1240","13.64","6.55","40.91","52.47","3","8.01"
"TOWR","2026-05-25","2026-05-25","559","FULL","392","-1.0101010101010102","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-05-12","","13d","13","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","1.69","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.42","2.42","VOLUME SURGE","20","80","18.25","38.23","7.1","41.61","451.23","476.54","534.91","60982600","25222180","1394","Supertrend bearish | RSI 18.3 lemah | Volume valid 2.42x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","505","494","490","486","0.1","0.2","0.3","0.4","198","404","612","823","2037","99942400","57600","490.64","490.64","480","545","600","600","4.95","2.17","18.81","22.29","3.8","10.28"
"INTP","2026-05-25","2026-05-25","559","FULL","4900","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-16","","70d","70","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","50.54","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","2.92","2.92","VOLUME SURGE","4.76","95.24","39.42","20.99","22.85","25.07","5070.16","5366.25","5993.28","4506100","1541395","1380","Supertrend bearish | RSI 39.4 lemah | Volume valid 2.92x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","7475","6750","6575","6325","0.1","0.2","0.3","0.4","13","29","45","63","150","98727500","1272500","6581.83","6584.32","5950","9775","12050","12050","20.4","9.6","61.2","83.08","3","8.65"
"TPIA","2026-05-25","2026-05-25","559","FULL","1765","-11.75","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-05","","20d","20","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.71","2.71","VOLUME SURGE","1.56","98.44","20.09","29.82","14.03","53.67","4176.36","5056.12","6543.63","168271200","62127305","1380","Supertrend bearish | RSI 20.1 lemah | Volume valid 2.71x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","6075","5525","5400","5225","0.1","0.2","0.3","0.4","16","36","55","76","183","99020000","980000","5410.93","5412.12","4890","7850","9625","9625","19.51","9.63","58.44","77.88","3","8.09"
"AMRT","2026-05-25","2026-05-25","559","FULL","1295","-9.12280701754386","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-04","","21d","21","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","WEAKENING","WEAKENING (Passive)","3.32","3.32","VOLUME SURGE","6.25","93.75","35.6","15.16","15.04","27.11","1429.06","1495.87","1830.12","199747100","60138600","1378","Supertrend bearish | RSI 35.6 lemah | Volume valid 3.32x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1425","1365","1350","1330","0.1","0.2","0.3","0.4","70","146","222","300","738","99774000","226000","1351.95","1351.95","1290","1630","1830","1830","9.47","4.58","28.42","35.36","3","7.72"
"AREA","2026-05-25","2026-05-25","503","FULL","210","-13.223140495867769","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-28","","27d","27","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.53","2.53","VOLUME SURGE","11.11","88.89","19.97","32.56","6.16","31.28","289.69","325.32","404.22","1731300","683830","1366","Supertrend bearish | RSI 20.0 lemah | Volume valid 2.53x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","535","525","520","515","0.1","0.2","0.3","0.4","186","380","576","776","1918","99817000","183000","520.42","520.43","505","580","640","640","5.61","2.96","19.63","22.98","3.5","7.75"
"BOGA","2026-05-25","2026-05-25","559","FULL","1270","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-28","","27d","27","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","CRASH / SELL-OFF","32.84","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","19.94","19.94","VOLUME SURGE","50","50","27.67","55.84","35.81","32.12","1376.43","1387.09","1111.16","28000100","1404195","1366","Supertrend bearish | RSI 27.7 lemah | Volume valid 19.94x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1445","1265","1220","1160","0.1","0.2","0.3","0.4","69","158","245","344","816","99751500","248500","1222.44","1222.44","1065","2020","2590","2590","26.3","12.88","79.24","111.87","3.01","8.69"
"DAAZ","2026-05-25","2026-05-25","359","FULL","1470","-13.529411764705882","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-24","","31d","31","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","4.35","4.35","VOLUME SURGE","10.2","89.8","20","39.31","7.06","38.52","2086.91","2427.52","2896.7","3546100","814285","1358","Supertrend bearish | RSI 20.0 lemah | Volume valid 4.35x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","2370","2310","2290","2270","0.1","0.2","0.3","0.4","42","86","131","176","435","99771000","229000","2293.59","2293.63","2200","2700","2750","2750","7.17","4.08","16.03","19.9","2.24","4.88"
"PNBN","2026-05-25","2026-05-25","559","FULL","955","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-22","Demand Structure","33d","33","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.49","2.49","VOLUME SURGE","33.33","66.67","39.82","23.28","20.37","21.93","989.72","1003.78","1093.19","11627800","4673360","1354","Supertrend bearish | RSI 39.8 lemah | Volume valid 2.49x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1080","1010","990","965","0.1","0.2","0.3","0.4","92","198","303","414","1007","99882000","118000","991.88","991.92","930","1305","1530","1530","13.89","6.24","41.67","54.25","3","8.7"
"BUKK","2026-05-25","2026-05-25","559","FULL","795","8.16326530612245","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-14","","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","16.57","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","3.13","3.13","VOLUME SURGE","40","60","21.39","21.9","9.36","31.15","1089.63","1244.66","1276.7","268100","85635","1338","Supertrend bearish | RSI 21.4 lemah | Volume valid 3.13x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1315","1240","1220","1195","0.1","0.2","0.3","0.4","76","161","245","334","816","99761000","239000","1222.56","1222.55","1135","1675","2060","2060","13.69","7.16","56.65","68.5","4.14","9.56"
"SAMF","2026-05-25","2026-05-25","559","FULL","286","-2.054794520547945","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Demand Structure","41d","41","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","22.73","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.9","2.9","VOLUME SURGE","33.33","66.67","25.97","22.25","13.7","25.02","312.74","321.62","346.63","543300","187470","1338","Supertrend bearish | RSI 26.0 lemah | Volume valid 2.9x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","346","328","322","316","0.1","0.2","0.3","0.4","289","609","931","1265","3094","99926800","73200","322.97","322.97","304","410","472","472","12.14","5.87","36.42","46.14","3","7.86"
"HDFA","2026-05-25","2026-05-25","559","FULL","93","3.3333333333333335","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-09","Structure + Discount","46d","46","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","31.4","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","5.99","5.99","VOLUME SURGE","0","100","36.84","31.57","34.48","13.77","102.88","107.12","119.97","14617900","2442155","1328","Supertrend bearish | RSI 36.8 lemah | Volume valid 5.99x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","122","104","99","93","0.1","0.2","0.3","0.4","819","1923","3030","4301","10073","99987300","12700","99.26","99.26","83","181","240","240","31.97","16.38","96.72","141.78","3.03","8.65"
"ROCK","2026-05-25","2026-05-25","559","FULL","1800","2.857142857142857","AVOID","-","passive","FALSE","","SMART GAMMA","2026-03-17","","69d","69","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","37.82","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","3.24","3.24","VOLUME SURGE","2.56","97.44","32.44","20.82","26.81","24.92","2255.78","2334.48","1678.02","361000","111370","1282","Supertrend bearish | RSI 32.4 lemah | Volume valid 3.24x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","3520","2580","2360","2050","0.1","0.2","0.3","0.4","28","77","127","195","427","99669000","331000","2334.17","2335.53","1570","6450","9375","9375","55.4","32.74","166.34","301.64","3","9.21"
"CMPP","2026-05-25","2026-05-25","559","FULL","65","-8.450704225352112","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-03-11","","75d","75","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","0","FALSE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.76","2.76","VOLUME SURGE","0","100","26.91","37.76","10.96","56.99","76.63","81.44","87.3","798900","289510","1270","Supertrend bearish | RSI 26.9 lemah | Volume valid 2.76x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","107","97","95","91","0.1","0.2","0.3","0.4","934","2061","3157","4395","10547","99971500","28500","94.79","94.79","86","139","170","170","19.63","9.27","58.88","79.35","3","8.56"
"KIJA","2026-05-25","2026-05-25","559","FULL","124","2.479338842975207","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-06","","80d","80","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","16.82","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.3","2.3","VOLUME SURGE","25","75","18.42","25.46","10.22","40.32","164.23","179.34","193.87","235579800","102559570","1260","Supertrend bearish | RSI 18.4 lemah | Volume valid 2.3x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","183","174","172","169","0.1","0.2","0.3","0.4","546","1149","1744","2366","5805","99966600","33400","172.21","172.21","161","216","250","250","12.02","6.51","36.61","45.17","3.05","6.94"
"WOOD","2026-05-25","2026-05-25","559","FULL","260","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-03-10","","76d","76","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","22.49","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","1.54","1.54","EXPANSION","57.14","42.86","24.3","19.44","10.53","31.41","290.06","305.66","347.11","2187500","1423880","1248","Supertrend bearish | RSI 24.3 lemah | Volume valid 1.54x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","324","312","308","304","0.1","0.2","0.3","0.4","308","641","974","1315","3238","99953600","46400","308.69","308.69","294","370","414","414","9.26","4.76","27.78","34.12","3","7.17"
"AMMN","2026-05-25","2026-05-25","559","FULL","3150","8.620689655172415","AVOID","-","passive","FALSE","","V-SHAPE","2026-02-27","","87d","87","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","CRASH / SELL-OFF","2.19","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","3.23","3.23","VOLUME SURGE","92.86","7.14","28.32","44.38","8.2","36.49","4080.32","4921.91","6419.15","265737500","82159155","1246","Supertrend bearish | RSI 28.3 lemah | Volume valid 3.23x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","7650","7400","7325","7225","0.1","0.2","0.3","0.4","13","27","40","55","135","98962500","1037500","7330.56","7330.42","7050","8550","9450","9450","7.84","3.83","23.53","28.91","3","7.55"
"BSWD","2026-05-25","2026-05-25","559","FULL","1400","-1.7543859649122806","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-02-13","","101d","101","DOWNTREND","BULLISH","BULLISH","BULLISH","DOWNTREND PREMIUM","CRASH / SELL-OFF","0","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","3.2","3.2","VOLUME SURGE","0","100","65.42","71.88","67.28","32.72","1386.82","1339.85","1339.74","400","125","1218","Supertrend bearish | RSI 65.4 > 50 | Volume valid 3.2x | Lolos anti-crash ADX | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","1155","1105","1090","1070","0.1","0.2","0.3","0.4","86","180","275","373","914","99709000","291000","1090.91","1090.94","1045","1500","1750","1750","9.52","4.21","51.52","60.42","5.41","14.36"
